,date,name,cik,variable,value
438,2020-12-21,"Tesla, Inc.",1318605.0,added_ticker,TSLA
509,2020-12-21,Apartment Investment & Management,,removed_ticker,AIV
166,2021-01-07,Enphase Energy,1463101.0,added_ticker,ENPH
508,2021-01-07,Tiffany & Co.,,removed_ticker,TIF
447,2021-01-21,Trimble Inc.,864749.0,added_ticker,TRMB
507,2021-01-21,Concho Resources,,removed_ticker,CXO
506,2021-02-12,TechnipFMC,,removed_ticker,FTI
321,2021-02-12,Monolithic Power Systems,1280452.0,added_ticker,MPWR
349,2021-03-22,NXP Semiconductors,1413447.0,added_ticker,NXPI
207,2021-03-22,Generac Holdings,1474735.0,added_ticker,GNRC
81,2021-03-22,Caesars Entertainment,1590895.0,added_ticker,CZR
504,2021-03-22,Xerox,,removed_ticker,XRX
363,2021-03-22,Penn National Gaming,921738.0,added_ticker,PENN
505,2021-03-22,Vontier,,removed_ticker,VNT
